"","Count","Words"
"similar to that of",39,"similar to that of"
"something to think about",39,"something to think about"
"similar to the one",39,"similar to the one"
"when i heard that",39,"when i heard that"
"me if you have",39,"me if you have"
"been in contact with",39,"been in contact with"
"a lot of room",39,"a lot of room"
"in the early stages",39,"in the early stages"
"right now i don't",39,"right now i don't"
"the things that we",39,"the things that we"
"to stay at home",39,"to stay at home"
"through the streets of",39,"through the streets of"
"at the feet of",39,"at the feet of"
"is coming to an",39,"is coming to an"
"it was years ago",39,"it was years ago"
"but now that i",39,"but now that i"
"why would you want",39,"why would you want"
"of the year so",39,"of the year so"
"a happy mother's day",39,"a happy mother's day"
"and i know you",39,"and i know you"
"we need to see",39,"we need to see"
"am a huge fan",39,"am a huge fan"
"when i was and",39,"when i was and"
"be able to provide",39,"be able to provide"
"it turns out i",39,"it turns out i"
"what happened to me",39,"what happened to me"
"if there were any",39,"if there were any"
"think we can all",39,"think we can all"
"if they do not",39,"if they do not"
"that is what is",39,"that is what is"
"to make an impact",39,"to make an impact"
"in the early years",39,"in the early years"
"closer look at the",39,"closer look at the"
"have to settle for",39,"have to settle for"
"that is a very",39,"that is a very"
"this reminds me of",39,"this reminds me of"
"the new york daily",39,"the new york daily"
"she was years old",39,"she was years old"
"a labor of love",39,"a labor of love"
"think about all the",39,"think about all the"
"we're going to try",39,"we're going to try"
"or at least not",39,"or at least not"
"where you are going",39,"where you are going"
"does not appear to",39,"does not appear to"
"three of the four",39,"three of the four"
"i would highly recommend",39,"i would highly recommend"
"you have in your",39,"you have in your"
"know how i can",39,"know how i can"
"said it is a",39,"said it is a"
"a violation of the",39,"a violation of the"
"you can't have a",39,"you can't have a"
"a year for the",39,"a year for the"
"starting to feel like",39,"starting to feel like"
"it was just me",39,"it was just me"
"that you would like",39,"that you would like"
"that you can make",39,"that you can make"
"at least not yet",39,"at least not yet"
"if i can do",39,"if i can do"
"i'm not entirely sure",39,"i'm not entirely sure"
"paved the way for",39,"paved the way for"
"be one of them",39,"be one of them"
"this is my new",39,"this is my new"
"for a while to",39,"for a while to"
"i have a pretty",39,"i have a pretty"
"to feel like a",39,"to feel like a"
"make a big difference",39,"make a big difference"
"over the years to",39,"over the years to"
"so far in the",39,"so far in the"
"hang out with me",39,"hang out with me"
"should be a fun",39,"should be a fun"
"i feel that i",39,"i feel that i"
"able to keep up",39,"able to keep up"
"a representative of the",39,"a representative of the"
"i know how much",39,"i know how much"
"to do when i",39,"to do when i"
"the bowl of a",39,"the bowl of a"
"i only have one",39,"i only have one"
"to run for president",39,"to run for president"
"no way of knowing",39,"no way of knowing"
"on the status of",39,"on the status of"
"the same as a",39,"the same as a"
"and i can tell",39,"and i can tell"
"i am who i",39,"i am who i"
"i am obsessed with",39,"i am obsessed with"
"you are not alone",39,"you are not alone"
"is the time for",39,"is the time for"
"no reason to believe",39,"no reason to believe"
"all is said and",39,"all is said and"
"a black and white",39,"a black and white"
"too big to fail",39,"too big to fail"
"as long as she",39,"as long as she"
"a lot in common",39,"a lot in common"
"was a huge success",39,"was a huge success"
"we got to see",39,"we got to see"
"time to time and",39,"time to time and"
"how happy i am",39,"how happy i am"
"do you go to",39,"do you go to"
"president barack obama is",39,"president barack obama is"
"for those in the",39,"for those in the"
"a whole lot better",39,"a whole lot better"
"come out and support",39,"come out and support"
"that happened to me",39,"that happened to me"
"a report by the",39,"a report by the"
"when you were a",39,"when you were a"
"what all the fuss",39,"what all the fuss"
"see all of the",39,"see all of the"
"for the republican presidential",39,"for the republican presidential"
"is a lot to",39,"is a lot to"
"tell me what i",39,"tell me what i"
"that this was not",39,"that this was not"
"thought it was funny",39,"thought it was funny"
"now i get to",39,"now i get to"
"how difficult it is",39,"how difficult it is"
"difficult it is to",39,"difficult it is to"
"is going to change",39,"is going to change"
"i think is the",39,"i think is the"
"you are not the",39,"you are not the"
"yes yes yes yes",39,"yes yes yes yes"
"if you have one",39,"if you have one"
"coming to a close",39,"coming to a close"
"is my last day",39,"is my last day"
"see this as a",39,"see this as a"
"it was too much",39,"it was too much"
"that we can do",39,"that we can do"
"in the third and",39,"in the third and"
"you do the same",39,"you do the same"
"don't forget about the",39,"don't forget about the"
"in the past month",39,"in the past month"
"more than twice the",39,"more than twice the"
"even know what to",39,"even know what to"
"is never going to",39,"is never going to"
"and there were no",39,"and there were no"
"you can't wait to",39,"you can't wait to"
"and it feels like",39,"and it feels like"
"but i would have",39,"but i would have"
"first time this year",39,"first time this year"
"know how to play",39,"know how to play"
"over the last five",39,"over the last five"
"this is the day",39,"this is the day"
"and the loss of",39,"and the loss of"
"was surprised to see",39,"was surprised to see"
"wish i didn't have",39,"wish i didn't have"
"in new york for",39,"in new york for"
"for about minutes until",39,"for about minutes until"
"did you hear that",39,"did you hear that"
"it will never be",39,"it will never be"
"to get one of",39,"to get one of"
"i be able to",39,"i be able to"
"do you know when",39,"do you know when"
"it clear that the",39,"it clear that the"
"all i see is",39,"all i see is"
"i don't know you",39,"i don't know you"
"i love you baby",39,"i love you baby"
"you know you're a",39,"you know you're a"
"how did you find",39,"how did you find"
"will follow you back",39,"will follow you back"
"don't know about the",39,"don't know about the"
"to be away from",39,"to be away from"
"and give it to",39,"and give it to"
"that so many people",39,"that so many people"
"some of the money",39,"some of the money"
"about the same as",39,"about the same as"
"it to say that",39,"it to say that"
"for the public to",39,"for the public to"
"that's the only way",39,"that's the only way"
"do what we can",39,"do what we can"
"i cried when i",39,"i cried when i"
"to have the best",39,"to have the best"
"a way to win",39,"a way to win"
"to recover from the",39,"to recover from the"
"be approved by the",39,"be approved by the"
"it will be up",39,"it will be up"
"at the door and",39,"at the door and"
"show up at the",39,"show up at the"
"this is why the",39,"this is why the"
"when you start to",39,"when you start to"
"i agree with the",39,"i agree with the"
"going to have the",39,"going to have the"
"thing or two about",39,"thing or two about"
"that are part of",39,"that are part of"
"a lot of respect",39,"a lot of respect"
"and they were all",39,"and they were all"
"makes no sense to",39,"makes no sense to"
"the price of oil",39,"the price of oil"
"there are ways to",39,"there are ways to"
"can be difficult to",39,"can be difficult to"
"men and women of",39,"men and women of"
"be sure to let",39,"be sure to let"
"on the golf course",39,"on the golf course"
"i can have a",39,"i can have a"
"just don't know how",39,"just don't know how"
"was going to come",39,"was going to come"
"make it back to",39,"make it back to"
"former house speaker newt",39,"former house speaker newt"
"looking forward to going",39,"looking forward to going"
"am so glad i",39,"am so glad i"
"that would make me",39,"that would make me"
"a section of the",39,"a section of the"
"many of them have",39,"many of them have"
"to come out with",39,"to come out with"
"to do with their",39,"to do with their"
"come to realize that",39,"come to realize that"
"but every time i",39,"but every time i"
"since world war ii",39,"since world war ii"
"it's no surprise that",39,"it's no surprise that"
"you for all you",39,"you for all you"
"this is not just",39,"this is not just"
"senior vice president for",39,"senior vice president for"
"thank you i love",39,"thank you i love"
"i hope you know",39,"i hope you know"
"on the steps of",39,"on the steps of"
"on the road the",39,"on the road the"
"of the vote in",39,"of the vote in"
"and new york city",39,"and new york city"
"has been working on",39,"has been working on"
"unless you want to",39,"unless you want to"
"two days before the",39,"two days before the"
"is one of only",39,"is one of only"
"i believe that we",39,"i believe that we"
"an investigation by the",39,"an investigation by the"
"do i feel like",39,"do i feel like"
"don't mind if i",39,"don't mind if i"
"it a great day",39,"it a great day"
"the past two decades",39,"the past two decades"
"is the real deal",39,"is the real deal"
"of the middle class",39,"of the middle class"
"what does it take",39,"what does it take"
"setting the stage for",39,"setting the stage for"
"he looks like a",39,"he looks like a"
