"","Count","Words"
"watched",4321,"watched"
"who's",4317,"who's"
"legal",4302,"legal"
"pieces",4288,"pieces"
"romney",4287,"romney"
"lucky",4287,"lucky"
"english",4284,"english"
"except",4280,"except"
"movies",4274,"movies"
"caught",4274,"caught"
"policy",4267,"policy"
"prices",4260,"prices"
"technology",4253,"technology"
"served",4253,"served"
"built",4240,"built"
"glass",4239,"glass"
"positive",4233,"positive"
"tweets",4231,"tweets"
"hopefully",4230,"hopefully"
"calling",4225,"calling"
"nature",4221,"nature"
"closed",4221,"closed"
"french",4219,"french"
"stopped",4213,"stopped"
"everybody",4209,"everybody"
"trade",4207,"trade"
"walked",4205,"walked"
"search",4201,"search"
"areas",4192,"areas"
"lake",4189,"lake"
"faith",4185,"faith"
"cook",4185,"cook"
"shopping",4185,"shopping"
"draft",4176,"draft"
"latest",4166,"latest"
"numbers",4161,"numbers"
"fish",4160,"fish"
"teachers",4154,"teachers"
"dear",4151,"dear"
"records",4148,"records"
"ability",4143,"ability"
"agency",4138,"agency"
"forever",4133,"forever"
"loves",4127,"loves"
"parts",4124,"parts"
"tree",4120,"tree"
"items",4119,"items"
"keeping",4117,"keeping"
"station",4116,"station"
"downtown",4116,"downtown"
"bus",4114,"bus"
"dude",4113,"dude"
"science",4094,"science"
"dress",4090,"dress"
"finding",4089,"finding"
"anymore",4089,"anymore"
"letter",4088,"letter"
"older",4086,"older"
"lower",4083,"lower"
"los",4082,"los"
"lack",4078,"lack"
"officer",4077,"officer"
"programs",4070,"programs"
"winner",4068,"winner"
"access",4067,"access"
"folks",4061,"folks"
"product",4059,"product"
"eventually",4059,"eventually"
"lines",4059,"lines"
"baseball",4059,"baseball"
"agreed",4058,"agreed"
"previous",4057,"previous"
"worse",4056,"worse"
"residents",4054,"residents"
"marriage",4053,"marriage"
"picked",4052,"picked"
"throw",4049,"throw"
"drop",4048,"drop"
"florida",4043,"florida"
"customers",4042,"customers"
"cancer",4037,"cancer"
"recipe",4036,"recipe"
"george",4034,"george"
"fourth",4032,"fourth"
"session",4026,"session"
"unless",4025,"unless"
"tea",4025,"tea"
"evidence",4022,"evidence"
"cases",4021,"cases"
"author",4014,"author"
"signed",4013,"signed"
"goals",4010,"goals"
"liked",4008,"liked"
"bag",4004,"bag"
"fat",4004,"fat"
"comments",3992,"comments"
"orange",3991,"orange"
"january",3988,"january"
"fucking",3985,"fucking"
"kill",3983,"kill"
"officers",3978,"officers"
"effect",3978,"effect"
"hello",3978,"hello"
"posted",3974,"posted"
"joe",3974,"joe"
"response",3973,"response"
"vs",3973,"vs"
"google",3961,"google"
"mayor",3958,"mayor"
"snow",3939,"snow"
"collection",3938,"collection"
"grand",3933,"grand"
"receive",3932,"receive"
"gold",3932,"gold"
"risk",3926,"risk"
"plays",3926,"plays"
"particular",3924,"particular"
"filled",3923,"filled"
"slow",3918,"slow"
"secret",3918,"secret"
"addition",3915,"addition"
"rich",3912,"rich"
"traffic",3910,"traffic"
"appreciate",3909,"appreciate"
"bay",3909,"bay"
"lived",3900,"lived"
"stupid",3900,"stupid"
"various",3900,"various"
"americans",3898,"americans"
"contract",3898,"contract"
"shooting",3898,"shooting"
"cant",3895,"cant"
"insurance",3890,"insurance"
"normal",3890,"normal"
"mad",3890,"mad"
"language",3877,"language"
"term",3875,"term"
"considered",3875,"considered"
"overall",3875,"overall"
"address",3875,"address"
"breakfast",3870,"breakfast"
"today's",3855,"today's"
"clearly",3853,"clearly"
"leading",3846,"leading"
"novel",3845,"novel"
"reports",3844,"reports"
"reasons",3843,"reasons"
"terms",3840,"terms"
"weird",3839,"weird"
"creative",3836,"creative"
"basketball",3833,"basketball"
"wedding",3825,"wedding"
"voters",3824,"voters"
"year's",3818,"year's"
"military",3817,"military"
"train",3801,"train"
"spirit",3799,"spirit"
"crowd",3795,"crowd"
"brain",3793,"brain"
"bitch",3790,"bitch"
"production",3790,"production"
"square",3785,"square"
"easily",3783,"easily"
"none",3776,"none"
"x",3774,"x"
"valley",3766,"valley"
"helping",3761,"helping"
"raised",3761,"raised"
"culture",3760,"culture"
"network",3755,"network"
"e",3753,"e"
"dreams",3750,"dreams"
"justice",3745,"justice"
"tom",3735,"tom"
"offered",3733,"offered"
"successful",3732,"successful"
"till",3731,"till"
"roll",3731,"roll"
"indeed",3730,"indeed"
"robert",3729,"robert"
"stock",3723,"stock"
"hill",3721,"hill"
"leader",3721,"leader"
"twice",3719,"twice"
"corner",3717,"corner"
"benefits",3717,"benefits"
"1st",3717,"1st"
"respect",3710,"respect"
"required",3707,"required"
"election",3702,"election"
"owner",3694,"owner"
"charge",3693,"charge"
"cash",3689,"cash"
"worry",3686,"worry"
"doubt",3683,"doubt"
"association",3681,"association"
"attack",3675,"attack"
"leaves",3667,"leaves"
"particularly",3665,"particularly"
"marketing",3664,"marketing"
"apple",3662,"apple"
"drug",3661,"drug"
"turns",3651,"turns"
"sharing",3648,"sharing"
"easier",3645,"easier"
"homes",3643,"homes"
"holding",3633,"holding"
"realized",3628,"realized"
"gay",3628,"gay"
"speaking",3624,"speaking"
"notice",3623,"notice"
"senate",3611,"senate"
"award",3606,"award"
"nine",3599,"nine"
"soul",3595,"soul"
"trouble",3592,"trouble"
"headed",3590,"headed"
"victory",3581,"victory"
"ill",3578,"ill"
"obviously",3576,"obviously"
"conversation",3575,"conversation"
"november",3575,"november"
"shoes",3574,"shoes"
"match",3574,"match"
"arrived",3573,"arrived"
"artist",3572,"artist"
"museum",3571,"museum"
"score",3565,"score"
"crime",3563,"crime"
"plant",3560,"plant"
"married",3559,"married"
"content",3552,"content"
"remain",3551,"remain"
"range",3551,"range"
"nation",3545,"nation"
"festival",3544,"festival"
"pop",3541,"pop"
"names",3538,"names"
"showing",3538,"showing"
"island",3535,"island"
"angeles",3533,"angeles"
"adding",3531,"adding"
"cars",3524,"cars"
"ten",3520,"ten"
"planned",3520,"planned"
"model",3519,"model"
"butter",3517,"butter"
"broken",3516,"broken"
"subject",3516,"subject"
"count",3514,"count"
"modern",3512,"modern"
"charges",3509,"charges"
"surprise",3500,"surprise"
"advice",3500,"advice"
"management",3498,"management"
"offers",3496,"offers"
"dry",3495,"dry"
"sauce",3492,"sauce"
"raise",3490,"raise"
"failed",3485,"failed"
"standing",3479,"standing"
"broke",3476,"broke"
"wild",3475,"wild"
"knowing",3473,"knowing"
"avoid",3472,"avoid"
"hasn't",3469,"hasn't"
"decide",3459,"decide"
"impact",3454,"impact"
"charged",3453,"charged"
"brand",3448,"brand"
"physical",3447,"physical"
"salt",3447,"salt"
"audience",3446,"audience"
"jones",3441,"jones"
"loving",3439,"loving"
"camera",3436,"camera"
"nfl",3436,"nfl"
"scored",3436,"scored"
"london",3430,"london"
"doctor",3427,"doctor"
"taxes",3426,"taxes"
"talked",3424,"talked"
"tells",3421,"tells"
"bro",3421,"bro"
"skin",3418,"skin"
"investigation",3417,"investigation"
"wide",3417,"wide"
"plenty",3416,"plenty"
"fashion",3415,"fashion"
"individual",3411,"individual"
"thomas",3410,"thomas"
"lmao",3408,"lmao"
"info",3403,"info"
"christ",3402,"christ"
"johnson",3402,"johnson"
"cuts",3400,"cuts"
"organization",3399,"organization"
"neighborhood",3397,"neighborhood"
"shots",3397,"shots"
"exciting",3396,"exciting"
"pulled",3396,"pulled"
"reached",3394,"reached"
"bigger",3389,"bigger"
"steve",3386,"steve"
"businesses",3386,"businesses"
"web",3379,"web"
"continued",3378,"continued"
"knowledge",3375,"knowledge"
"g",3375,"g"
"creating",3374,"creating"
"avenue",3372,"avenue"
"window",3370,"window"
"austin",3369,"austin"
"professional",3369,"professional"
"classic",3368,"classic"
"surprised",3364,"surprised"
"classes",3363,"classes"
"pressure",3359,"pressure"
"dollars",3358,"dollars"
"losing",3352,"losing"
"drinking",3347,"drinking"
"studio",3346,"studio"
"approach",3345,"approach"
"self",3345,"self"
"dogs",3342,"dogs"
"spread",3340,"spread"
"hits",3336,"hits"
"stars",3335,"stars"
"december",3334,"december"
"williams",3334,"williams"
"clothes",3323,"clothes"
"slightly",3320,"slightly"
"remains",3315,"remains"
"writer",3314,"writer"
"heavy",3312,"heavy"
"joy",3309,"joy"
"battle",3309,"battle"
"firm",3308,"firm"
"holy",3306,"holy"
"concert",3306,"concert"
"pull",3306,"pull"
"pizza",3305,"pizza"
"cooking",3303,"cooking"
"somewhere",3303,"somewhere"
"february",3303,"february"
"christian",3303,"christian"
"pink",3296,"pink"
"debt",3292,"debt"
"notes",3291,"notes"
"seconds",3291,"seconds"
"excellent",3288,"excellent"
"china",3284,"china"
"necessary",3282,"necessary"
"efforts",3278,"efforts"
"skills",3276,"skills"
"smart",3273,"smart"
"traditional",3269,"traditional"
"state's",3266,"state's"
"british",3264,"british"
"ah",3264,"ah"
"source",3259,"source"
"whom",3259,"whom"
"administration",3259,"administration"
"stuck",3258,"stuck"
"willing",3256,"willing"
"laugh",3255,"laugh"
"scott",3254,"scott"
"readers",3250,"readers"
"global",3249,"global"
"beauty",3248,"beauty"
"lets",3248,"lets"
"guard",3243,"guard"
"helps",3242,"helps"
"wake",3235,"wake"
"section",3234,"section"
"provided",3233,"provided"
"limited",3232,"limited"
"benefit",3229,"benefit"
"heading",3228,"heading"
"j",3227,"j"
"delicious",3225,"delicious"
"parking",3225,"parking"
"hang",3223,"hang"
"trial",3217,"trial"
"arizona",3214,"arizona"
"likes",3213,"likes"
"francisco",3210,"francisco"
"closer",3205,"closer"
"seat",3192,"seat"
"thinks",3190,"thinks"
"thousands",3188,"thousands"
"shoot",3188,"shoot"
"speed",3188,"speed"
"designed",3186,"designed"
"episode",3185,"episode"
"app",3185,"app"
"dropped",3185,"dropped"
"opinion",3183,"opinion"
"construction",3182,"construction"
"camp",3182,"camp"
"bread",3181,"bread"
"flowers",3179,"flowers"
"countries",3178,"countries"
"commercial",3177,"commercial"
"fill",3175,"fill"
"push",3175,"push"
"thats",3171,"thats"
"additional",3170,"additional"
"milk",3169,"milk"
"fantastic",3167,"fantastic"
"you'd",3165,"you'd"
"rule",3162,"rule"
"returned",3158,"returned"
"pages",3154,"pages"
"rates",3151,"rates"
"ends",3149,"ends"
"towards",3146,"towards"
"happening",3146,"happening"
"cross",3145,"cross"
"stores",3143,"stores"
"republicans",3143,"republicans"
"direction",3142,"direction"
"weren't",3141,"weren't"
"ryan",3140,"ryan"
"pair",3137,"pair"
"spokesman",3136,"spokesman"
"movement",3135,"movement"
"moments",3133,"moments"
"jack",3130,"jack"
"forced",3125,"forced"
"digital",3121,"digital"
"published",3121,"published"
"chinese",3121,"chinese"
"arrested",3119,"arrested"
"congress",3119,"congress"
"competition",3117,"competition"
"covered",3106,"covered"
"unique",3106,"unique"
"magic",3103,"magic"
"celebrate",3101,"celebrate"
"grew",3101,"grew"
"shall",3100,"shall"
"fund",3092,"fund"
"becoming",3086,"becoming"
"coast",3086,"coast"
"screen",3083,"screen"
"flight",3083,"flight"
"menu",3080,"menu"
"nobody",3080,"nobody"
"mouth",3079,"mouth"
"bout",3079,"bout"
"famous",3078,"famous"
"wind",3073,"wind"
"arts",3073,"arts"
"buying",3070,"buying"
"they've",3066,"they've"
"talent",3063,"talent"
"shut",3062,"shut"
"prison",3060,"prison"
"nor",3056,"nor"
"ladies",3054,"ladies"
"authorities",3053,"authorities"
"carry",3053,"carry"
"cast",3053,"cast"
"commission",3049,"commission"
"bet",3047,"bet"
"october",3047,"october"
"possibly",3045,"possibly"
"becomes",3044,"becomes"
"boston",3042,"boston"
"setting",3042,"setting"
"honor",3041,"honor"
"host",3039,"host"
"bridge",3039,"bridge"
"fully",3038,"fully"
"greatest",3038,"greatest"
"options",3037,"options"
"freedom",3034,"freedom"
"artists",3034,"artists"
"teaching",3031,"teaching"
"features",3031,"features"
"significant",3028,"significant"
"primary",3028,"primary"
"location",3027,"location"
"schedule",3023,"schedule"
"sea",3014,"sea"
"pool",3010,"pool"
"august",3010,"august"
"explain",3009,"explain"
"fellow",3009,"fellow"
"highly",3005,"highly"
"selling",3003,"selling"
"ourselves",2997,"ourselves"
"claim",2996,"claim"
"turning",2995,"turning"
"treatment",2992,"treatment"
"unfortunately",2991,"unfortunately"
"noticed",2991,"noticed"
"cat",2991,"cat"
"keeps",2990,"keeps"
"largest",2990,"largest"
"trees",2988,"trees"
"martin",2987,"martin"
"images",2981,"images"
"jim",2980,"jim"
"kick",2979,"kick"
"century",2978,"century"
"paying",2976,"paying"
"golden",2974,"golden"
"tiny",2973,"tiny"
"herself",2973,"herself"
"inspired",2972,"inspired"
"attempt",2970,"attempt"
"yards",2970,"yards"
"stick",2964,"stick"
"path",2963,"path"
"meat",2961,"meat"
"fly",2961,"fly"
"somebody",2959,"somebody"
"ticket",2955,"ticket"
"option",2952,"option"
"pm",2951,"pm"
"prepared",2949,"prepared"
"enjoying",2949,"enjoying"
"bright",2947,"bright"
"bottle",2945,"bottle"
"begins",2945,"begins"
"alive",2944,"alive"
"serving",2942,"serving"
"mentioned",2942,"mentioned"
"speech",2935,"speech"
"fighting",2935,"fighting"
"easter",2934,"easter"
"detroit",2931,"detroit"
"paint",2927,"paint"
"shouldn't",2926,"shouldn't"
"singing",2926,"singing"
"theme",2922,"theme"
"specific",2921,"specific"
"journey",2920,"journey"
"powerful",2915,"powerful"
"patients",2910,"patients"
"posts",2907,"posts"
"enter",2904,"enter"
"resources",2903,"resources"
"majority",2903,"majority"
"scheduled",2902,"scheduled"
"september",2902,"september"
"protect",2902,"protect"
"mission",2899,"mission"
"peter",2896,"peter"
"stadium",2892,"stadium"
"miami",2891,"miami"
"rise",2884,"rise"
"authority",2882,"authority"
"income",2882,"income"
"western",2882,"western"
"baltimore",2882,"baltimore"
"quiet",2881,"quiet"
"neither",2881,"neither"
"democratic",2880,"democratic"
"cities",2878,"cities"
"appear",2877,"appear"
"feature",2876,"feature"
"charles",2876,"charles"
"otherwise",2875,"otherwise"
"killing",2874,"killing"
"continues",2870,"continues"
"television",2868,"television"
"levels",2867,"levels"
"treat",2862,"treat"
"literally",2862,"literally"
"brings",2862,"brings"
"background",2861,"background"
"democrats",2860,"democrats"
"greater",2858,"greater"
"standard",2855,"standard"
"usual",2854,"usual"
"hahaha",2854,"hahaha"
"appeared",2851,"appeared"
"airport",2850,"airport"
"mother's",2849,"mother's"
"exercise",2848,"exercise"
"foundation",2848,"foundation"
"handle",2846,"handle"
"jump",2845,"jump"
"f",2845,"f"
"degree",2844,"degree"
"related",2843,"related"
"draw",2841,"draw"
"murder",2838,"murder"
"meaning",2836,"meaning"
"everyday",2835,"everyday"
"memory",2834,"memory"
"accept",2833,"accept"
"mary",2831,"mary"
"fruit",2830,"fruit"
"gotten",2830,"gotten"
"q",2830,"q"
"measure",2825,"measure"
"discovered",2824,"discovered"
"ain't",2822,"ain't"
"purchase",2820,"purchase"
"actual",2820,"actual"
"status",2820,"status"
"bunch",2818,"bunch"
"purpose",2817,"purpose"
"strength",2817,"strength"
"promise",2813,"promise"
"grade",2812,"grade"
"owners",2811,"owners"
"decisions",2808,"decisions"
"appears",2806,"appears"
"compared",2806,"compared"
"code",2804,"code"
"teach",2804,"teach"
"civil",2798,"civil"
"bringing",2797,"bringing"
"soft",2797,"soft"
"labor",2796,"labor"
"edge",2795,"edge"
"improve",2789,"improve"
"cry",2789,"cry"
"matt",2786,"matt"
"meal",2785,"meal"
"female",2784,"female"
"yay",2784,"yay"
"random",2779,"random"
"extremely",2773,"extremely"
"parties",2773,"parties"
"apart",2770,"apart"
"magazine",2770,"magazine"
"balance",2767,"balance"
"aside",2766,"aside"
"copy",2764,"copy"
"sides",2762,"sides"
"mountain",2760,"mountain"
"activities",2760,"activities"
"yea",2759,"yea"
"joined",2755,"joined"
"city's",2751,"city's"
"agreement",2750,"agreement"
"machine",2742,"machine"
"leadership",2741,"leadership"
"forgot",2738,"forgot"
"mobile",2738,"mobile"
"revenue",2737,"revenue"
"southern",2735,"southern"
"honest",2735,"honest"
"funding",2735,"funding"
"agent",2734,"agent"
"progress",2733,"progress"
"signs",2733,"signs"
"damage",2732,"damage"
"bob",2732,"bob"
"changing",2730,"changing"
"birth",2730,"birth"
"youth",2729,"youth"
"thus",2724,"thus"
"foot",2723,"foot"
"tip",2721,"tip"
"co",2721,"co"
"division",2717,"division"
"streets",2716,"streets"
"faces",2715,"faces"
"politics",2710,"politics"
"uk",2709,"uk"
"denver",2708,"denver"
"offering",2704,"offering"
"larger",2702,"larger"
"managed",2701,"managed"
"kinda",2701,"kinda"
"europe",2699,"europe"
"basic",2699,"basic"
"steps",2697,"steps"
"debate",2696,"debate"
"advantage",2696,"advantage"
"multiple",2693,"multiple"
"tournament",2687,"tournament"
"lie",2687,"lie"
"iphone",2687,"iphone"
"afraid",2686,"afraid"
"jackson",2685,"jackson"
"em",2683,"em"
"filed",2682,"filed"
"championship",2680,"championship"
"remove",2679,"remove"
"capital",2674,"capital"
"complex",2671,"complex"
"variety",2670,"variety"
"lately",2668,"lately"
"directly",2668,"directly"
"guilty",2666,"guilty"
"discussion",2666,"discussion"
"gov",2663,"gov"
"target",2662,"target"
"nba",2662,"nba"
"gorgeous",2660,"gorgeous"
"shared",2660,"shared"
"army",2659,"army"
"colors",2659,"colors"
"rice",2656,"rice"
"apartment",2655,"apartment"
"criminal",2654,"criminal"
"shape",2654,"shape"
"hanging",2653,"hanging"
"slowly",2652,"slowly"
"foreign",2652,"foreign"
"he'd",2649,"he'd"
"ugh",2649,"ugh"
"hopes",2647,"hopes"
"assistant",2643,"assistant"
"nights",2640,"nights"
"films",2638,"films"
"vegas",2638,"vegas"
"injury",2637,"injury"
"arms",2633,"arms"
"inspiration",2631,"inspiration"
"contest",2630,"contest"
"bear",2628,"bear"
"laws",2627,"laws"
"eggs",2627,"eggs"
"writers",2627,"writers"
"aware",2626,"aware"
"justin",2626,"justin"
"claims",2624,"claims"
"considering",2620,"considering"
"violence",2619,"violence"
"region",2619,"region"
"basically",2618,"basically"
"campus",2618,"campus"
"wondering",2617,"wondering"
"tim",2617,"tim"
"wins",2615,"wins"
"seasons",2614,"seasons"
"craft",2613,"craft"
"concerned",2611,"concerned"
"update",2610,"update"
"diego",2607,"diego"
"yellow",2606,"yellow"
"uses",2605,"uses"
"governor",2605,"governor"
"placed",2604,"placed"
"seeking",2604,"seeking"
"spoke",2602,"spoke"
"somehow",2601,"somehow"
"animals",2601,"animals"
"hundreds",2600,"hundreds"
"smaller",2600,"smaller"
"generally",2599,"generally"
"surgery",2599,"surgery"
"younger",2596,"younger"
"activity",2595,"activity"
"yo",2594,"yo"
"pan",2593,"pan"
"vehicle",2593,"vehicle"
"funds",2591,"funds"
"van",2590,"van"
"adult",2587,"adult"
"acting",2584,"acting"
"described",2582,"described"
"understanding",2581,"understanding"
